No	Sample	N_SNPs	F_percent	E_percent	A_percent	full	N_SNPs	F_percent_pruned	E_percent_pruned	A_percent_pruned	pruned
725	HpGP-SGP-017	142237	0.53	0	99.47	hpgpAsia	44787	0.02	0	99.98	hpgpAsia
726	HpGP-SGP-018	142237	1.12	0	98.88	hpgpAsia	44787	0	2.28	97.72	hpgpAsia
727	HpGP-SGP-019	142237	0.86	0	99.14	hpgpAsia	44787	0.49	0	99.51	hpgpAsia
728	HpGP-SGP-024	142237	1	0	99	hpgpAsia	44787	0.41	0	99.59	hpgpAsia
729	HpGP-SGP-026	142237	0.99	0	99.01	hpgpAsia	44787	0.98	0	99.02	hpgpAsia
730	HpGP-SGP-032	142237	0.38	0	99.62	hpgpAsia	44787	0	0	100	hpgpAsia
731	HpGP-SGP-033	142237	0.06	0	99.94	hpgpAsia	44787	0	0	100	hpgpAsia
732	HpGP-SGP-036	142237	2.33	0	97.67	hpgpAsia	44787	0.86	1.69	97.44	hpgpAsia
733	HpGP-SGP-038	142237	0.48	0	99.52	hpgpAsia	44787	0.48	0	99.52	hpgpAsia
734	HpGP-SPA-001	142237	17.3	82.7	0	hpgpMediterranea	44787	18.89	81.11	0	hpgpMediterranea
735	HpGP-SPA-002	142237	16.54	83.46	0	hpgpMediterranea	44787	19.96	80.04	0	hpgpMediterranea
736	HpGP-SPA-003	142237	17.1	82.9	0	hpgpMediterranea	44787	20.53	79.47	0	hpgpMediterranea
737	HpGP-SPA-004	142237	24.21	75.79	0	hpgpMediterranea	44787	26.45	73.55	0	hpgpMediterranea
738	HpGP-SPA-005	142237	18.42	81.58	0	hpgpMediterranea	44787	20.3	79.7	0	hpgpMediterranea
739	HpGP-SPA-006	142237	19.37	80.63	0	hpgpMediterranea	44787	19.82	80.18	0	hpgpMediterranea
740	HpGP-SPA-007	142237	18.28	81.72	0	hpgpMediterranea	44787	21.29	78.71	0	hpgpMediterranea
741	HpGP-SPA-008	142237	17.19	82.81	0	hpgpMediterranea	44787	19.27	80.73	0	hpgpMediterranea
742	HpGP-SPA-009	142237	14.81	85.19	0	hpgpMediterranea	44787	17.97	82.03	0	hpgpMediterranea
743	HpGP-SPA-010	142237	17.77	82.23	0	hpgpMediterranea	44787	17.46	82.54	0	hpgpMediterranea
744	HpGP-SPA-011	142237	14.52	85.48	0	hpgpMediterranea	44787	18.57	81.43	0	hpgpMediterranea
745	HpGP-SPA-012	142237	18.57	81.43	0	hpgpMediterranea	44787	20.26	79.74	0	hpgpMediterranea
746	HpGP-SPA-013	142237	25.65	74.35	0	hpgpMediterranea	44787	24.96	75.04	0	hpgpMediterranea
747	HpGP-SPA-014	142237	22.34	77.66	0	hpgpMediterranea	44787	22.42	77.58	0	hpgpMediterranea
748	HpGP-SPA-015	142237	23.68	76.32	0	hpgpMediterranea	44787	25.48	74.52	0	hpgpMediterranea
749	HpGP-SPA-016	142237	23.65	76.35	0	hpgpMediterranea	44787	27.77	72.23	0	hpgpMediterranea
750	HpGP-SPA-017	142237	21.52	78.48	0	hpgpMediterranea	44787	22.95	77.05	0	hpgpMediterranea
751	HpGP-SPA-018	142237	22.6	77.4	0	hpgpMediterranea	44787	24.12	75.88	0	hpgpMediterranea
752	HpGP-SPA-019	142237	21.86	78.14	0	hpgpMediterranea	44787	21.66	78.34	0	hpgpMediterranea
753	HpGP-SPA-020	142237	26.71	73.29	0	hpgpEuroamerica	44787	25.08	74.92	0	hpgpEuroamerica
754	HpGP-SPA-101	142237	1.38	98.62	0	hpgpEurope	44787	1.91	98.09	0	hpgpEurope
755	HpGP-SPA-102	142237	15.36	84.64	0	hpgpMediterranea	44787	19.55	80.45	0	hpgpMediterranea
756	HpGP-SPA-103	142237	15.57	84.43	0	hpgpMediterranea	44787	16.38	83.62	0	hpgpMediterranea
757	HpGP-SPA-104	142237	23.14	76.86	0	hpgpMediterranea	44787	24	76	0	hpgpMediterranea
758	HpGP-SPA-105	142237	27.08	72.92	0	hpgpMediterranea	44787	27.17	72.83	0	hpgpMediterranea
759	HpGP-SPA-107	142237	17.22	82.78	0	hpgpMediterranea	44787	20.2	79.8	0	hpgpMediterranea
760	HpGP-SPA-108	142237	18.61	81.39	0	hpgpMediterranea	44787	19.03	80.97	0	hpgpMediterranea
761	HpGP-SPA-110	142237	16.27	83.73	0	hpgpMediterranea	44787	17.61	82.39	0	hpgpMediterranea
762	HpGP-SPA-111	142237	14.78	85.22	0	hpgpMediterranea	44787	17.79	82.21	0	hpgpMediterranea
763	HpGP-SPA-201	142237	19.3	80.7	0	hpgpMediterranea	44787	20.66	79.34	0	hpgpMediterranea
764	HpGP-SPA-202	142237	94.48	5.52	0	hpgpAfrica	44787	97.96	0	2.04	hpgpAfrica
765	HpGP-SPA-203	142237	15.77	84.23	0	hpgpMediterranea	44787	20.2	79.8	0	hpgpMediterranea
766	HpGP-SPA-204	142237	15.14	84.86	0	hpgpMediterranea	44787	17.09	82.91	0	hpgpMediterranea
767	HpGP-SPA-205	142237	14.6	85.4	0	hpgpMediterranea	44787	18.31	81.69	0	hpgpMediterranea
768	HpGP-SPA-206	142237	18.36	81.64	0	hpgpMediterranea	44787	24.9	75.1	0	hpgpMediterranea
769	HpGP-SPA-207	142237	26.73	73.27	0	hpgpEuroamerica	44787	27.5	72.5	0	hpgpEuroamerica
770	HpGP-SPA-209	142237	16.99	83.01	0	hpgpMediterranea	44787	18.92	81.08	0	hpgpMediterranea
771	HpGP-SPA-210	142237	15.12	84.88	0	hpgpMediterranea	44787	15.21	84.79	0	hpgpMediterranea
772	HpGP-SPA-301	142237	21.44	78.56	0	hpgpMediterranea	44787	20.99	79.01	0	hpgpMediterranea
773	HpGP-SPA-302	142237	15.46	84.54	0	hpgpMediterranea	44787	17.22	82.78	0	hpgpMediterranea
774	HpGP-SPA-303	142237	16.2	83.8	0	hpgpMediterranea	44787	16.67	83.33	0	hpgpMediterranea
775	HpGP-SPA-304	142237	18.06	81.94	0	hpgpMediterranea	44787	20.04	79.96	0	hpgpMediterranea
776	HpGP-SPA-305	142237	21.94	78.06	0	hpgpMediterranea	44787	25.12	74.88	0	hpgpMediterranea
777	HpGP-SPA-306	142237	15.14	84.86	0	hpgpMediterranea	44787	19.06	80.94	0	hpgpMediterranea
778	HpGP-SPA-307	142237	15.18	84.82	0	hpgpMediterranea	44787	16.24	83.76	0	hpgpMediterranea
779	HpGP-SPA-308	142237	13.49	86.51	0	hpgpMediterranea	44787	16.73	83.27	0	hpgpMediterranea
780	HpGP-SPA-309	142237	26.19	73.81	0	hpgpEuroamerica	44787	24.7	75.3	0	hpgpEuroamerica
781	HpGP-SPA-310	142237	15.2	84.8	0	hpgpMediterranea	44787	17.3	82.69	0	hpgpMediterranea
782	HpGP-SPA-311	142237	16.5	83.5	0	hpgpMediterranea	44787	18.76	81.24	0	hpgpMediterranea
783	HpGP-SPA-312	142237	23.64	76.36	0	hpgpMediterranea	44787	22.6	77.4	0	hpgpMediterranea
784	HpGP-SPA-313	142237	33.67	66.33	0	hpgpEuroamerica	44787	34.21	65.79	0	hpgpEuroamerica
785	HpGP-SPA-314	142237	26.2	73.8	0	hpgpEuroamerica	44787	26.81	73.19	0	hpgpEuroamerica
786	HpGP-SPA-315	142237	17.62	82.38	0	hpgpMediterranea	44787	19.8	80.2	0	hpgpMediterranea
787	HpGP-SPA-316	142237	15.49	84.51	0	hpgpMediterranea	44787	19.11	80.89	0	hpgpMediterranea
788	HpGP-SPA-317	142237	100	0	0	hpgpAfrica	44787	97.86	0	2.14	hpgpAfrica
789	HpGP-SPA-318	142237	34.76	65.24	0	hpgpEuroamerica	44787	35.75	64.25	0	hpgpEuroamerica
790	HpGP-SPA-319	142237	22.99	77.01	0	hpgpMediterranea	44787	24.51	75.49	0	hpgpMediterranea
791	HpGP-SPA-320	142237	24.77	75.23	0	hpgpMediterranea	44787	25.27	74.73	0	hpgpMediterranea
792	HpGP-SPA-321	142237	17.67	82.33	0	hpgpMediterranea	44787	21.46	78.54	0	hpgpMediterranea
793	HpGP-SPA-322	142237	22.56	77.44	0	hpgpMediterranea	44787	24.35	75.65	0	hpgpMediterranea
794	HpGP-SPA-323	142237	21.83	78.17	0	hpgpMediterranea	44787	21.88	78.12	0	hpgpMediterranea
795	HpGP-SPA-324	142237	15.89	84.11	0	hpgpMediterranea	44787	19.85	80.15	0	hpgpMediterranea
796	HpGP-SPA-325	142237	22.39	77.61	0	hpgpMediterranea	44787	24.39	75.61	0	hpgpMediterranea
797	HpGP-SPA-401	142237	16.67	83.33	0	hpgpMediterranea	44787	17.66	82.34	0	hpgpMediterranea
798	HpGP-SPA-402	142237	91.94	8.06	0	hpgpAfrica	44787	92.56	5.99	1.44	hpgpAfrica
799	HpGP-SPA-403	142237	21.87	78.13	0	hpgpMediterranea	44787	23.84	76.16	0	hpgpMediterranea
800	HpGP-SPA-404	142237	29.19	70.81	0	hpgpEuroamerica	44787	27.14	72.86	0	hpgpEuroamerica
801	HpGP-SPA-405	142237	28.12	71.88	0	hpgpEuroamerica	44787	29.57	70.43	0	hpgpEuroamerica
802	HpGP-SPA-406	142237	15.6	84.4	0	hpgpMediterranea	44787	17.55	82.45	0	hpgpMediterranea
803	HpGP-SPA-407	142237	22.48	77.52	0	hpgpMediterranea	44787	22.04	77.96	0	hpgpMediterranea
804	HpGP-SPA-409	142237	76.95	23.05	0	hpgpAfroamerica	44787	73.4	26.6	0	hpgpAfroamerica
805	HpGP-SPA-413	142237	18.36	81.64	0	hpgpMediterranea	44787	21.52	78.48	0	hpgpMediterranea
806	HpGP-SPA-414	142237	16.74	83.26	0	hpgpMediterranea	44787	19.36	80.64	0	hpgpMediterranea
807	HpGP-SPA-501	142237	17.69	82.31	0	hpgpMediterranea	44787	19.89	80.11	0	hpgpMediterranea
808	HpGP-SPA-502	142237	19.8	80.2	0	hpgpMediterranea	44787	19.89	80.11	0	hpgpMediterranea
809	HpGP-SPA-503	142237	19.89	80.11	0	hpgpMediterranea	44787	19.78	80.22	0	hpgpMediterranea
810	HpGP-SPA-504	142237	1.66	98.34	0	hpgpEurope	44787	3.97	96.03	0	hpgpEurope
811	HpGP-SPA-505	142237	20.51	79.49	0	hpgpMediterranea	44787	20.98	79.02	0	hpgpMediterranea
812	HpGP-SPA-506	142237	14.73	85.27	0	hpgpMediterranea	44787	17.13	82.87	0	hpgpMediterranea
813	HpGP-SPA-507	142237	21.08	78.92	0	hpgpMediterranea	44787	22.99	77.01	0	hpgpMediterranea
814	HpGP-SPA-508	142237	16.69	83.31	0	hpgpMediterranea	44787	18.51	81.49	0	hpgpMediterranea
815	HpGP-SPA-509	142237	32.54	67.46	0	hpgpEuroamerica	44787	29.57	70.43	0	hpgpEuroamerica
816	HpGP-SPA-510	142237	18.21	81.79	0	hpgpMediterranea	44787	20.77	79.23	0	hpgpMediterranea
817	HpGP-SPA-601	142237	22.28	77.72	0	hpgpMediterranea	44787	24.34	75.66	0	hpgpMediterranea
818	HpGP-SPA-604	142237	15.88	84.12	0	hpgpMediterranea	44787	18.73	81.27	0	hpgpMediterranea
819	HpGP-SPA-606	142237	20.55	79.45	0	hpgpMediterranea	44787	20.99	79.01	0	hpgpMediterranea
820	HpGP-SPA-607	142237	18.29	81.71	0	hpgpMediterranea	44787	20.88	79.12	0	hpgpMediterranea
821	HpGP-SPA-609	142237	63.67	36.33	0	hpgpAfroamerica	44787	64.42	35.58	0	hpgpAfroamerica
822	HpGP-SPA-610	142237	16.46	83.54	0	hpgpMediterranea	44787	19.82	80.18	0	hpgpMediterranea
823	HpGP-SPA-611	142237	26.8	73.2	0	hpgpEuroamerica	44787	27.39	72.61	0	hpgpEuroamerica
824	HpGP-SPA-701	142237	14.9	85.1	0	hpgpMediterranea	44787	18.08	81.92	0	hpgpMediterranea
825	HpGP-SPA-702	142237	14.78	85.22	0	hpgpMediterranea	44787	16.87	83.13	0	hpgpMediterranea
826	HpGP-SPA-703	142237	14.11	85.89	0	hpgpMediterranea	44787	17.94	82.06	0	hpgpMediterranea
827	HpGP-SPA-704	142237	15.67	84.33	0	hpgpMediterranea	44787	18.17	81.83	0	hpgpMediterranea
828	HpGP-SPA-705	142237	15.64	84.36	0	hpgpMediterranea	44787	18.41	81.59	0	hpgpMediterranea
829	HpGP-SPA-706	142237	2.02	18.65	79.33	hpgpAsia	44787	2	16.97	81.03	hpgpAsia
830	HpGP-SPA-707	142237	14.42	85.58	0	hpgpMediterranea	44787	16.1	83.9	0	hpgpMediterranea
831	HpGP-SPA-709	142237	0.55	99.45	0	hpgpEurope	44787	0.53	99.47	0	hpgpEurope
832	HpGP-SPA-710	142237	27.65	72.35	0	hpgpEuroamerica	44787	26.03	73.97	0	hpgpEuroamerica
833	HpGP-SPA-801	142237	24.34	75.66	0	hpgpMediterranea	44787	24.18	75.82	0	hpgpMediterranea
834	HpGP-SPA-802	142237	19.2	80.8	0	hpgpMediterranea	44787	21.04	78.96	0	hpgpMediterranea
835	HpGP-SPA-803	142237	19.57	80.43	0	hpgpMediterranea	44787	22.33	77.67	0	hpgpMediterranea
836	HpGP-SPA-804	142237	22.05	66.34	11.61	hpgpEuroamerica	44787	24.41	63.79	11.8	hpgpEuroamerica
837	HpGP-SPA-805	142237	18.71	81.29	0	hpgpMediterranea	44787	19.2	80.8	0	hpgpMediterranea
838	HpGP-SPA-806	142237	0	100	0	hpgpEurope	44787	0	100	0	hpgpEurope
839	HpGP-SPA-807	142237	26.22	73.78	0	hpgpEuroamerica	44787	26.84	73.16	0	hpgpEuroamerica
840	HpGP-SWE-001	142237	0	95.88	4.12	hpgpEurope	44787	0	94.02	5.98	hpgpEurope
841	HpGP-SWE-002	142237	0	94.44	5.56	hpgpEurope	44787	0	89.99	10.01	hpgpEurope
842	HpGP-SWE-003	142237	0	96.53	3.47	hpgpEurope	44787	0	95.17	4.83	hpgpEurope
843	HpGP-SWE-004	142237	0	96.53	3.47	hpgpEurope	44787	0	95.17	4.83	hpgpEurope
844	HpGP-SWE-005	142237	0	94.14	5.86	hpgpEurope	44787	0	91.32	8.68	hpgpEurope
845	HpGP-SWE-006	142237	6.89	93.11	0	hpgpEurope	44787	9.87	90.13	0	hpgpEurope
846	HpGP-SWE-007	142237	0	95.34	4.66	hpgpEurope	44787	0	92.21	7.79	hpgpEurope
847	HpGP-SWE-008	142237	0	91.92	8.08	hpgpEurope	44787	0	87.69	12.31	hpgpEurope
848	HpGP-SWE-010	142237	0	92.84	7.16	hpgpEurope	44787	0	92.19	7.81	hpgpEurope
849	HpGP-SWE-012	142237	0	97.8	2.2	hpgpEurope	44787	0	97.26	2.74	hpgpEurope
850	HpGP-SWE-013	142237	0	94.45	5.55	hpgpEurope	44787	0	93.7	6.3	hpgpEurope
851	HpGP-SWE-014	142237	0	94.57	5.43	hpgpEurope	44787	0	91.49	8.51	hpgpEurope
852	HpGP-SWE-015	142237	0	94.77	5.23	hpgpEurope	44787	0	92.46	7.54	hpgpEurope
853	HpGP-SWE-016	142237	0	95.35	4.65	hpgpEurope	44787	0	94.62	5.38	hpgpEurope
854	HpGP-SWE-017	142237	0	90.52	9.48	hpgpEurope	44787	0	86.94	13.06	hpgpEurope
855	HpGP-SWE-018	142237	0	83.38	16.62	hpgpEurasia	44787	0	78.54	21.46	hpgpEurasia
856	HpGP-SWE-019	142237	0	94.53	5.47	hpgpEurope	44787	0	92	8	hpgpEurope
857	HpGP-SWE-021	142237	0	86.58	13.42	hpgpEurope	44787	0	84.31	15.69	hpgpEurope
858	HpGP-SWE-022	142237	0	87.86	12.14	hpgpEurope	44787	0	84.6	15.4	hpgpEurope
859	HpGP-SWE-024	142237	0	94.7	5.3	hpgpEurope	44787	0	92.95	7.05	hpgpEurope
860	HpGP-SWE-025	142237	0	94.92	5.08	hpgpEurope	44787	0	92.77	7.23	hpgpEurope
861	HpGP-SWE-026	142237	0	95.05	4.95	hpgpEurope	44787	0	93.87	6.13	hpgpEurope
862	HpGP-SWE-027	142237	0	89.11	10.89	hpgpEurope	44787	0	88.71	11.29	hpgpEurope
863	HpGP-SWE-028	142237	0	90.92	9.08	hpgpEurope	44787	0	88.21	11.79	hpgpEurope
864	HpGP-SWE-030	142237	0	96.5	3.5	hpgpEurope	44787	0	95.77	4.23	hpgpEurope
865	HpGP-SWE-031	142237	0	93.21	6.79	hpgpEurope	44787	0	91.65	8.35	hpgpEurope
866	HpGP-SWE-032	142237	0	91.34	8.66	hpgpEurope	44787	0	89.05	10.95	hpgpEurope
867	HpGP-SWE-033	142237	0	94.38	5.62	hpgpEurope	44787	0	90.85	9.15	hpgpEurope
868	HpGP-SWE-034	142237	0	91.35	8.65	hpgpEurope	44787	0	89.55	10.45	hpgpEurope
869	HpGP-SWE-036	142237	0	89.18	10.82	hpgpEurope	44787	0	87.81	12.19	hpgpEurope
870	HpGP-SWT-001	142237	19.42	80.58	0	hpgpMediterranea	44787	21.32	78.68	0	hpgpMediterranea
871	HpGP-SWT-002	142237	0.54	99.46	0	hpgpEurope	44787	3.09	96.91	0	hpgpEurope
872	HpGP-SWT-003	142237	15.84	84.16	0	hpgpMediterranea	44787	22.08	77.92	0	hpgpMediterranea
873	HpGP-SWT-004	142237	0	98	2	hpgpEurope	44787	0	94.73	5.27	hpgpEurope
874	HpGP-SWT-005	142237	24.51	74.1	1.38	hpgpEuroamerica	44787	26.47	73.53	0	hpgpEuroamerica
875	HpGP-SWT-006	142237	0.97	99.03	0	hpgpEurope	44787	4.13	95.87	0	hpgpEurope
876	HpGP-SWT-007	142237	0.52	99.48	0	hpgpEurope	44787	1.52	97.76	0.72	hpgpEurope
877	HpGP-SWT-008	142237	1.04	98.96	0	hpgpEurope	44787	2.9	97.1	0	hpgpEurope
878	HpGP-SWT-010	142237	23.25	76.75	0	hpgpMediterranea	44787	31.08	68.92	0	hpgpMediterranea
879	HpGP-SWT-011	142237	1.2	97.35	1.45	hpgpEurope	44787	1.34	94.2	4.46	hpgpEurope
880	HpGP-SWT-012	142237	19.13	80.87	0	hpgpMediterranea	44787	22.83	77.17	0	hpgpMediterranea
881	HpGP-SWT-013	142237	2.35	97.65	0	hpgpEurope	44787	6.92	93.08	0	hpgpEurope
882	HpGP-SWT-014	142237	1.39	98.61	0	hpgpEurope	44787	5.78	94.22	0	hpgpEurope
883	HpGP-SWT-015	142237	17.98	82.02	0	hpgpMediterranea	44787	18.56	81.44	0	hpgpMediterranea
884	HpGP-SWT-017	142237	11.5	88.5	0	hpgpMediterranea	44787	15.62	84.38	0	hpgpMediterranea
885	HpGP-TUR-001	142237	0	99.8	0.2	hpgpEurope	44787	0	98.68	1.32	hpgpEurope
886	HpGP-TUR-002	142237	0	98.94	1.06	hpgpEurope	44787	0	98.24	1.76	hpgpEurope
887	HpGP-TUR-003	142237	1.97	98.03	0	hpgpEurope	44787	4.96	95.04	0	hpgpEurope
888	HpGP-TUR-004	142237	1.49	98.51	0	hpgpEurope	44787	4.29	95.71	0	hpgpEurope
889	HpGP-TUR-005	142237	0	99.11	0.89	hpgpEurope	44787	0	98.44	1.56	hpgpEurope
890	HpGP-TUR-006	142237	0	100	0	hpgpEurope	44787	0	100	0	hpgpEurope
891	HpGP-TUR-007	142237	0	99.21	0.79	hpgpEurope	44787	0	100	0	hpgpEurope
892	HpGP-TUR-008	142237	0.43	99.57	0	hpgpEurope	44787	3.16	96.84	0	hpgpEurope
893	HpGP-TUR-009	142237	0	97.47	2.53	hpgpEurope	44787	0	98.67	1.33	hpgpEurope
894	HpGP-TUR-010	142237	1.69	98.31	0	hpgpEurope	44787	4.36	95.64	0	hpgpEurope
895	HpGP-TUR-011	142237	0	99.09	0.91	hpgpEurope	44787	0	100	0	hpgpEurope
896	HpGP-TUR-014	142237	0	100	0	hpgpEurope	44787	0.63	99.37	0	hpgpEurope
897	HpGP-TUR-016	142237	0	97.85	2.15	hpgpEurope	44787	0	95.72	4.28	hpgpEurope
898	HpGP-TUR-017	142237	0	100	0	hpgpEurope	44787	0	100	0	hpgpEurope
899	HpGP-TUR-021	142237	0	99.08	0.92	hpgpEurope	44787	0	100	0	hpgpEurope
900	HpGP-TUR-022	142237	0	96.82	3.18	hpgpEurope	44787	0	97.05	2.95	hpgpEurope
901	HpGP-TUR-023	142237	0	97.54	2.46	hpgpEurope	44787	0	98.96	1.04	hpgpEurope
902	HpGP-TWN-001	142237	1.64	0	98.36	hpgpAsia	44787	1.55	0	98.45	hpgpAsia
903	HpGP-TWN-002	142237	1.43	0	98.57	hpgpAsia	44787	1.64	0	98.36	hpgpAsia
904	HpGP-TWN-003	142237	0.72	0	99.28	hpgpAsia	44787	0	0	100	hpgpAsia
905	HpGP-TWN-004	142237	1.14	0	98.86	hpgpAsia	44787	0	0.92	99.08	hpgpAsia
906	HpGP-TWN-005	142237	1.08	0	98.92	hpgpAsia	44787	0.89	0	99.11	hpgpAsia
907	HpGP-TWN-006	142237	5	14.03	80.97	hpgpAsia	44787	3.79	17.05	79.16	hpgpAsia
908	HpGP-TWN-007	142237	1.69	0	98.31	hpgpAsia	44787	2.01	0	97.99	hpgpAsia
909	HpGP-TWN-008	142237	1.1	0	98.9	hpgpAsia	44787	0.7	0	99.3	hpgpAsia
910	HpGP-TWN-009	142237	0.64	0	99.36	hpgpAsia	44787	1.1	0	98.9	hpgpAsia
911	HpGP-TWN-010	142237	0.3	0	99.7	hpgpAsia	44787	0.55	0	99.45	hpgpAsia
912	HpGP-TWN-016	142237	1.69	0.72	97.59	hpgpAsia	44787	4.3	0	95.7	hpgpAsia
913	HpGP-TWN-017	142237	0.36	0	99.64	hpgpAsia	44787	1.61	0	98.39	hpgpAsia
914	HpGP-TWN-018	142237	0.63	0	99.37	hpgpAsia	44787	0	0	100	hpgpAsia
915	HpGP-TWN-019	142237	0.65	0	99.35	hpgpAsia	44787	2.8	0	97.2	hpgpAsia
916	HpGP-TWN-020	142237	0.62	0	99.38	hpgpAsia	44787	0	0.7	99.3	hpgpAsia
917	HpGP-TWN-021	142237	1.43	0	98.57	hpgpAsia	44787	0	0.16	99.84	hpgpAsia
918	HpGP-TWN-022	142237	0.75	0	99.25	hpgpAsia	44787	0.6	0	99.4	hpgpAsia
919	HpGP-TWN-023	142237	0.7	0	99.3	hpgpAsia	44787	0.47	0	99.53	hpgpAsia
920	HpGP-TWN-024	142237	0.41	0	99.59	hpgpAsia	44787	0.55	0	99.45	hpgpAsia
921	HpGP-TWN-026	142237	0.65	0	99.35	hpgpAsia	44787	0.04	0	99.96	hpgpAsia
922	HpGP-TWN-027	142237	1.18	0	98.82	hpgpAsia	44787	0.85	0	99.15	hpgpAsia
923	HpGP-TWN-028	142237	0.65	0	99.35	hpgpAsia	44787	0	0	100	hpgpAsia
924	HpGP-TWN-029	142237	0.09	0	99.91	hpgpAsia	44787	0.46	0	99.54	hpgpAsia
925	HpGP-TWN-030	142237	0.12	1.7	98.19	hpgpAsia	44787	0	2.34	97.66	hpgpAsia
926	HpGP-USA-001	142237	23.76	76.24	0	hpgpMediterranea	44787	28.14	71.86	0	hpgpMediterranea
927	HpGP-USA-002	142237	28.08	71.92	0	hpgpEuroamerica	44787	28	72	0	hpgpEuroamerica
928	HpGP-USA-003	142237	72.63	25.13	2.24	hpgpAfroamerica	44787	73.31	22.88	3.81	hpgpAfroamerica
929	HpGP-USA-004	142237	28.94	68.23	2.83	hpgpEuroamerica	44787	29.05	70.95	0	hpgpEuroamerica
930	HpGP-USA-005	142237	14.9	85.1	0	hpgpMediterranea	44787	18.94	81.06	0	hpgpMediterranea
931	HpGP-USA-008	142237	31.26	68.74	0	hpgpEuroamerica	44787	30.91	69.09	0	hpgpEuroamerica
932	HpGP-USA-009	142237	3.32	96.68	0	hpgpEurope	44787	5.32	94.68	0	hpgpEurope
933	HpGP-USA-011	142237	0	0	100	hpgpAsia	44787	0.61	0	99.39	hpgpAsia
934	HpGP-USA-101	142237	1.05	96.04	2.91	hpgpEurope	44787	0	93.8	6.2	hpgpEurope
935	HpGP-USA-102	142237	86.42	13.58	0	hpgpAfrica	44787	93.36	4.35	2.28	hpgpAfrica
936	HpGP-USA-104	142237	90.8	9.2	0	hpgpAfrica	44787	97.33	0	2.67	hpgpAfrica
937	HpGP-USA-105	142237	84.1	15.9	0	hpgpAfroamerica	44787	83.63	12.97	3.4	hpgpAfroamerica
938	HpGP-USA-106	142237	2.19	97.81	0	hpgpEurope	44787	5.29	94.71	0	hpgpEurope
939	HpGP-USA-115	142237	10.03	89.97	0	hpgpMediterranea	44787	13.97	86.03	0	hpgpMediterranea
940	HpGP-USA-116	142237	7.3	92.7	0	hpgpEurope	44787	10.06	89.94	0	hpgpEurope
941	HpGP-USA-119	142237	14.26	85.74	0	hpgpMediterranea	44787	15	85	0	hpgpEurope
942	HpGP-USA-120	142237	3.73	96.27	0	hpgpEurope	44787	5.81	94.19	0	hpgpEurope
943	HpGP-USA-123	142237	3.96	93.2	2.85	hpgpEurope	44787	3.25	93.32	3.43	hpgpEurope
944	HpGP-USA-201	142237	23.11	76.89	0	hpgpMediterranea	44787	24.34	75.66	0	hpgpMediterranea
945	HpGP-USA-202	142237	99.82	0.18	0	hpgpAfrica	44787	97.38	0	2.62	hpgpAfrica
946	HpGP-USA-203	142237	40.52	58.96	0.52	hpgpEuroamerica	44787	40.01	59.99	0	hpgpEuroamerica
947	HpGP-USA-204	142237	30.19	69.81	0	hpgpEuroamerica	44787	30.38	69.62	0	hpgpEuroamerica
948	HpGP-USA-205	142237	0.67	20.4	78.93	hpgpAsia	44787	3.04	13.46	83.49	hpgpAsia
949	HpGP-USA-206	142237	70.86	29.14	0	hpgpAfroamerica	44787	71.34	28.12	0.54	hpgpAfroamerica
950	HpGP-USA-207	142237	18.25	81.75	0	hpgpMediterranea	44787	20.08	79.92	0	hpgpMediterranea
951	HpGP-USA-208	142237	18.87	81.13	0	hpgpMediterranea	44787	21.08	78.92	0	hpgpMediterranea
952	HpGP-USA-301	142237	97.8	2.2	0	hpgpAfrica	44787	96.51	0	3.49	hpgpAfrica
953	HpGP-USA-302	142237	36.12	63.88	0	hpgpEuroamerica	44787	41.5	58.5	0	hpgpEuroamerica
954	HpGP-USA-303	142237	100	0	0	hpgpAfrica	44787	98.01	0	1.99	hpgpAfrica
955	HpGP-USA-304	142237	100	0	0	hpgpAfrica	44787	97.78	0	2.22	hpgpAfrica
956	HpGP-USA-305	142237	85.99	14.01	0	hpgpAfrica	44787	92.86	6.26	0.88	hpgpAfrica
957	HpGP-USA-306	142237	83.19	16.81	0	hpgpAfroamerica	44787	85.15	12.69	2.16	hpgpAfroamerica
958	HpGP-USA-311	142237	80.07	19.93	0	hpgpAfroamerica	44787	80.81	16.71	2.48	hpgpAfroamerica
959	HpGP-USA-401	142237	5.42	94.58	0	hpgpEurope	44787	9.71	90.29	0	hpgpEurope
960	HpGP-USA-402	142237	7.56	92.44	0	hpgpEurope	44787	9.03	90.97	0	hpgpEurope
961	HpGP-USA-403	142237	99.29	0.68	0.03	hpgpAfrica	44787	98.22	0.24	1.54	hpgpAfrica
962	HpGP-USA-404	142237	5.42	94.58	0	hpgpEurope	44787	9.65	90.35	0	hpgpEurope
963	HpGP-USA-405	142237	3.79	96.21	0	hpgpEurope	44787	5.81	94.19	0	hpgpEurope
964	HpGP-USA-406	142237	95.47	4.53	0	hpgpAfrica	44787	96.72	0	3.28	hpgpAfrica
965	HpGP-USA-407	142237	6.72	93.28	0	hpgpEurope	44787	9.83	90.17	0	hpgpEurope
966	HpGP-USA-408	142237	81.77	17.7	0.53	hpgpAfroamerica	44787	81.9	13.84	4.26	hpgpAfroamerica
967	HpGP-USA-409	142237	79.02	20.74	0.24	hpgpAfroamerica	44787	80.51	14.93	4.56	hpgpAfroamerica
968	HpGP-USA-410	142237	3.67	96.33	0	hpgpEurope	44787	4.48	95.52	0	hpgpEurope
